src_file,category,dst_file
tests/fail/stacked_borrows/exposed_only_ro.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/exposed_only_ro.rs
tests/fail/stacked_borrows/illegal_dealloc1.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/illegal_dealloc1.rs
tests/fail/stacked_borrows/illegal_read1.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read1.rs
tests/fail/function_pointers/abi_mismatch_repr_C.rs,Other UB,
tests/fail/stacked_borrows/track_caller.rs,Exit 0,miri-tests/pass/stacked_borrows/track_caller.rs
tests/fail/stacked_borrows/illegal_write2.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_write2.rs
tests/fail/stacked_borrows/illegal_read6.rs,Exit 0,miri-tests/pass/stacked_borrows/illegal_read6.rs
tests/fail/stacked_borrows/illegal_read8.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/illegal_read8.rs
tests/fail/stacked_borrows/drop_in_place_protector.rs,Exit 0,miri-tests/pass/stacked_borrows/drop_in_place_protector.rs
tests/fail/function_pointers/cast_box_int_to_fn_ptr.rs,Other UB,
tests/fail/stacked_borrows/shared_rw_borrows_are_weak2.rs,Aliasing UB,miri-tests/fail/aliasing/stacked_borrows/shared_rw_borrows_are_weak2.rs
tests/fail/stacked_borrows/drop_in_place_retag.rs,Exit 0,miri-tests/pass/stacked_borrows/drop_in_place_retag.rs
tests/fail/function_pointers/abi_mismatch_too_few_args.rs,Other UB,
tests/fail/stacked_borrows/static_memory_modification.rs,Exit 0,miri-tests/pass/stacked_borrows/static_memory_modification.rs
tests/fail/function_pointers/fn_ptr_offset.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_array_vs_struct.rs,Other UB,
tests/fail/function_pointers/execute_memory.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_int_vs_float.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_raw_pointer.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_simple.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_vector.rs,Other UB,
tests/fail/function_pointers/deref_fn_ptr.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_too_many_args.rs,Other UB,
tests/fail/function_pointers/abi_mismatch_return_type.rs,Other UB,
tests/fail/both_borrows/retag_data_race_write.rs,Excluded,
tests/fail/both_borrows/illegal_write5.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_write5.rs
tests/fail/both_borrows/mut_exclusive_violation2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/mut_exclusive_violation2.rs
tests/fail/both_borrows/illegal_write1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_write1.rs
tests/fail/both_borrows/invalidate_against_protector2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/invalidate_against_protector2.rs
tests/fail/function_pointers/cast_int_to_fn_ptr.rs,Other UB,
tests/fail/shims/macos_tlv_atexit_wrong_abi.rs,Excluded,
tests/fail/both_borrows/pass_invalid_shr_tuple.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/pass_invalid_shr_tuple.rs
tests/fail/both_borrows/box_exclusive_violation1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/box_exclusive_violation1.rs
tests/fail/both_borrows/aliasing_mut1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/aliasing_mut1.rs
tests/fail/both_borrows/aliasing_mut2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/aliasing_mut2.rs
tests/fail/both_borrows/buggy_split_at_mut.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/buggy_split_at_mut.rs
tests/fail/both_borrows/newtype_pair_retagging.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/newtype_pair_retagging.rs
tests/fail/both_borrows/shr_frozen_violation2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/shr_frozen_violation2.rs
tests/fail/both_borrows/return_invalid_shr_tuple.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/return_invalid_shr_tuple.rs
tests/fail/both_borrows/pass_invalid_shr.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/pass_invalid_shr.rs
tests/fail/both_borrows/outdated_local.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/outdated_local.rs
tests/fail/both_borrows/illegal_read_despite_exposed1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_read_despite_exposed1.rs
tests/fail/both_borrows/aliasing_mut3.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/aliasing_mut3.rs
tests/fail/both_borrows/shr_frozen_violation1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/shr_frozen_violation1.rs
tests/fail/both_borrows/newtype_retagging.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/newtype_retagging.rs
tests/fail/both_borrows/invalidate_against_protector3.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/invalidate_against_protector3.rs
tests/fail/tree_borrows/spurious_read.rs,Excluded,
tests/fail/both_borrows/issue-miri-1050-1.rs,Other UB,
tests/fail/tree_borrows/cell-inside-struct.rs,Excluded,
tests/fail/both_borrows/load_invalid_shr.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/load_invalid_shr.rs
tests/fail/both_borrows/return_invalid_shr_option.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/return_invalid_shr_option.rs
tests/fail/tree_borrows/reservedim_spurious_write.rs,Excluded,
tests/fail/both_borrows/pass_invalid_shr_option.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/pass_invalid_shr_option.rs
tests/fail/both_borrows/buggy_as_mut_slice.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/buggy_as_mut_slice.rs
tests/fail/both_borrows/aliasing_mut4.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/aliasing_mut4.rs
tests/fail/both_borrows/box_noalias_violation.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/box_noalias_violation.rs
tests/fail/both_borrows/alias_through_mutation.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/alias_through_mutation.rs
tests/fail/both_borrows/return_invalid_shr.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/return_invalid_shr.rs
tests/fail/both_borrows/mut_exclusive_violation1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/mut_exclusive_violation1.rs
tests/fail/panic/no_std.rs,Excluded,
tests/fail/both_borrows/illegal_write6.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_write6.rs
tests/fail/both_borrows/illegal_write_despite_exposed1.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_write_despite_exposed1.rs
tests/fail/both_borrows/issue-miri-1050-2.rs,Other UB,
tests/fail/both_borrows/illegal_read_despite_exposed2.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/illegal_read_despite_exposed2.rs
tests/fail/shims/return_type_mismatch.rs,Exit 1,
tests/fail/panic/unwind_panic_abort.rs,Excluded,
tests/fail/shims/shim_arg_size.rs,Other UB,
tests/fail/both_borrows/mixed_cell_deallocate.rs,Aliasing UB,miri-tests/fail/aliasing/both_borrows/mixed_cell_deallocate.rs
tests/fail/shims/vararg_caller_signature_mismatch.rs,Other UB,
tests/fail/shims/ctor_ub.rs,Other UB,
tests/fail/shims/wrong_fixed_arg_count.rs,Other UB,
tests/fail/shims/non_vararg_signature_mismatch.rs,Other UB,
tests/fail/tree_borrows/pass_invalid_mut.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/pass_invalid_mut.rs
tests/fail/shims/ctor_wrong_ret_type.rs,Other UB,
tests/fail/shims/isolated_stdin.rs,Exit 1,
tests/fail/tree_borrows/alternate-read-write.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/alternate-read-write.rs
tests/fail/alloc/alloc_error_handler_custom.rs,Excluded,
tests/fail/alloc/no_global_allocator.rs,Excluded,
tests/fail/tree_borrows/subtree_traversal_skipping_diagnostics.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/subtree_traversal_skipping_diagnostics.rs
tests/fail/alloc/alloc_error_handler_no_std.rs,Excluded,
tests/fail/tree_borrows/frozen-lazy-write-to-surrounding.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/frozen-lazy-write-to-surrounding.rs
tests/fail/shims/input_arg_mismatch.rs,Exit 1,
tests/fail/tree_borrows/strongly-protected.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/strongly-protected.rs
tests/fail/tree_borrows/fnentry_invalidation.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/fnentry_invalidation.rs
tests/fail/tree_borrows/outside-range.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/outside-range.rs
tests/fail/tree_borrows/parent_read_freezes_raw_mut.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/parent_read_freezes_raw_mut.rs
tests/fail/tree_borrows/write-during-2phase.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/write-during-2phase.rs
tests/fail/tree_borrows/return_invalid_mut.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/return_invalid_mut.rs
tests/fail/tree_borrows/repeated_foreign_read_lazy_conflicted.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/repeated_foreign_read_lazy_conflicted.rs
tests/fail/tree_borrows/protector-write-lazy.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/protector-write-lazy.rs
tests/fail/tree_borrows/error-range.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/error-range.rs
tests/fail/panic/tls_macro_const_drop_panic.rs,Exit 1,
tests/fail/panic/panic_abort2.rs,Exit 1,
tests/fail/panic/tls_macro_drop_panic.rs,Exit 1,
tests/fail/panic/panic_abort4.rs,Exit 1,
tests/fail/panic/panic_abort1.rs,Exit 1,
tests/fail/panic/bad_unwind.rs,Other UB,
tests/fail/alloc/deallocate-twice.rs,Baseline UB,miri-tests/fail/baseline/alloc/deallocate-twice.rs
tests/fail/alloc/unsupported_non_power_two_alignment.rs,Other UB,
tests/fail/panic/panic_abort3.rs,Exit 1,
tests/fail/alloc/unsupported_big_alignment.rs,Exit 1,
tests/fail/alloc/too_large.rs,Other UB,
tests/fail/alloc/reallocate-dangling.rs,Baseline UB,miri-tests/fail/baseline/alloc/reallocate-dangling.rs
tests/fail/alloc/reallocate-bad-size.rs,Other UB,
tests/fail/alloc/deallocate-bad-alignment.rs,Other UB,
tests/fail/alloc/reallocate-change-alloc.rs,Baseline UB,miri-tests/fail/baseline/alloc/reallocate-change-alloc.rs
tests/fail/alloc/deallocate-bad-size.rs,Other UB,
tests/fail/match/single_variant_uninit.rs,Other UB,
tests/fail/alloc/global_system_mixup.rs,Other UB,
tests/fail/match/single_variant.rs,Other UB,
tests/fail/intrinsics/ptr_offset_int_plus_ptr.rs,Other UB,
tests/fail/intrinsics/write_bytes_overflow.rs,Other UB,
tests/fail/alloc/alloc_error_handler.rs,Exit 1,
tests/fail/match/all_variants_uninhabited.rs,Other UB,
tests/fail/match/only_inhabited_variant.rs,Other UB,
tests/fail/alloc/stack_free.rs,Other UB,
tests/fail/intrinsics/ptr_offset_from_unsigned_neg.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_small3.rs,Other UB,
tests/fail/tls/tls_static_dealloc.rs,Baseline UB,miri-tests/fail/baseline/tls/tls_static_dealloc.rs
tests/fail/intrinsics/float_to_int_64_too_big2.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_nan.rs,Other UB,
tests/fail/intrinsics/fast_math_result.rs,Other UB,
tests/fail/intrinsics/unchecked_sub2.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_big6.rs,Other UB,
tests/fail/panic/double_panic.rs,Exit 1,
tests/fail/panic/abort_unwind.rs,Exit 1,
tests/fail/intrinsics/fast_math_first.rs,Other UB,
tests/fail/intrinsics/unchecked_mul1.rs,Other UB,
tests/fail/intrinsics/ptr_metadata_uninit_slice_data.rs,Other UB,
tests/fail/intrinsics/fast_math_both.rs,Other UB,
tests/fail/intrinsics/funnel_shl.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_neg.rs,Other UB,
tests/fail/intrinsics/ptr_offset_from_different_allocs.rs,Other UB,
tests/fail/intrinsics/float_to_int_32_inf1.rs,Other UB,
tests/fail/intrinsics/rem-by-zero.rs,Other UB,
tests/fail/intrinsics/float_to_int_32_infneg1.rs,Other UB,
tests/fail/intrinsics/zero_fn_ptr.rs,Other UB,
tests/fail/intrinsics/simd-select-invalid-bool.rs,Other UB,
tests/fail/intrinsics/ptr_offset_overflow.rs,Other UB,
tests/fail/intrinsics/simd_masked_store_element_misaligned.rs,Other UB,
tests/fail/intrinsics/intrinsic_target_feature.rs,Excluded,
tests/fail/intrinsics/copy_overlapping.rs,Other UB,
tests/fail/intrinsics/float_to_int_32_nan.rs,Other UB,
tests/fail/intrinsics/assume.rs,Other UB,
tests/fail/intrinsics/ptr_offset_int_plus_int.rs,Other UB,
tests/fail/intrinsics/unchecked_div1.rs,Other UB,
tests/fail/intrinsics/unchecked_sub1.rs,Other UB,
tests/fail/intrinsics/ptr_metadata_uninit_thin.rs,Other UB,
tests/fail/intrinsics/cttz_nonzero.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_big5.rs,Other UB,
tests/fail/intrinsics/ptr_offset_from_oob.rs,Other UB,
tests/fail/intrinsics/simd-extract.rs,Other UB,
tests/fail/intrinsics/simd-funnel_shr-too-far.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_big1.rs,Other UB,
tests/fail/intrinsics/typed-swap-invalid-scalar.rs,Exit 0,miri-tests/pass/intrinsics/typed-swap-invalid-scalar.rs
tests/fail/intrinsics/exact_div4.rs,Other UB,
tests/fail/intrinsics/simd-rem-by-zero.rs,Other UB,
tests/fail/intrinsics/simd-scatter.rs,Baseline UB,miri-tests/fail/baseline/intrinsics/simd-scatter.rs
tests/fail/intrinsics/funnel_shr.rs,Other UB,
tests/fail/intrinsics/typed-swap-invalid-array.rs,Other UB,
tests/fail/intrinsics/float_to_int_32_neg.rs,Other UB,
tests/fail/intrinsics/ptr_offset_out_of_bounds_neg.rs,Other UB,
tests/fail/intrinsics/simd-shr-too-far.rs,Other UB,
tests/fail/intrinsics/simd_masked_load_vector_misaligned.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_big7.rs,Other UB,
tests/fail/intrinsics/exact_div2.rs,Other UB,
tests/fail/intrinsics/unchecked_shl.rs,Other UB,
tests/fail/intrinsics/simd-reduce-invalid-bool.rs,Other UB,
tests/fail/intrinsics/simd_masked_load_element_misaligned.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_small1.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_infneg1.rs,Other UB,
tests/fail/intrinsics/div-by-zero.rs,Other UB,
tests/fail/intrinsics/simd_masked_store_vector_misaligned.rs,Other UB,
tests/fail/intrinsics/unchecked_add1.rs,Other UB,
tests/fail/intrinsics/simd-float-to-int.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_big3.rs,Other UB,
tests/fail/intrinsics/exact_div3.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_inf1.rs,Other UB,
tests/fail/intrinsics/simd-div-by-zero.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_infneg2.rs,Other UB,
tests/fail/intrinsics/unchecked_shr.rs,Other UB,
tests/fail/intrinsics/simd-funnel_shl-too-far.rs,Other UB,
tests/fail/intrinsics/ctlz_nonzero.rs,Other UB,
tests/fail/intrinsics/float_to_int_32_nanneg.rs,Other UB,
tests/fail/intrinsics/unchecked_shl2.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_big4.rs,Other UB,
tests/fail/intrinsics/disjoint_bitor.rs,Other UB,
tests/fail/intrinsics/simd-div-overflow.rs,Other UB,
tests/fail/intrinsics/ptr_offset_from_different_ints.rs,Other UB,
tests/fail/intrinsics/typed-swap-overlap.rs,Other UB,
tests/fail/intrinsics/simd-gather.rs,Baseline UB,miri-tests/fail/baseline/intrinsics/simd-gather.rs
tests/fail/intrinsics/unchecked_mul2.rs,Other UB,
tests/fail/intrinsics/float_to_int_32_too_small1.rs,Other UB,
tests/fail/intrinsics/simd-shl-too-far.rs,Other UB,
tests/fail/intrinsics/ptr_offset_out_of_bounds.rs,Other UB,
tests/fail/intrinsics/copy_unaligned.rs,Other UB,
tests/fail/intrinsics/ptr_metadata_uninit_slice_len.rs,Other UB,
tests/fail/intrinsics/float_to_int_32_too_big2.rs,Other UB,
tests/fail/intrinsics/copy_overflow.rs,Other UB,
tests/fail/intrinsics/fast_math_second.rs,Other UB,
tests/fail/intrinsics/float_to_int_64_too_small2.rs,Other UB,
tests/fail/intrinsics/ptr_offset_unsigned_overflow.rs,Other UB,
tests/fail/intrinsics/float_to_int_32_too_big1.rs,Other UB,
tests/fail/uninit/transmute-pair-uninit.rs,Other UB,
tests/fail/intrinsics/exact_div1.rs,Other UB,
tests/fail/tail_calls/cc-mismatch.rs,Other UB,
tests/fail/intrinsics/uninit_uninhabited_type.rs,Other UB,
tests/fail/intrinsics/ptr_offset_out_of_bounds_neg2.rs,Other UB,
tests/fail/tail_calls/signature-mismatch-arg.rs,Other UB,
tests/fail/uninit/uninit_byte_read.rs,Other UB,
tests/fail/intrinsics/unchecked_add2.rs,Other UB,
tests/fail/uninit/padding-enum.rs,Other UB,
tests/fail/tail_calls/dangling-local-var.rs,Baseline UB,miri-tests/fail/baseline/tail_calls/dangling-local-var.rs
tests/fail/uninit/padding-struct-in-union.rs,Other UB,
tests/fail/uninit/padding-pair.rs,Other UB,
tests/fail/uninit/padding-union.rs,Other UB,
tests/fail/uninit/uninit_alloc_diagnostic.rs,Other UB,
tests/fail/uninit/padding-wide-ptr.rs,Other UB,
tests/fail/uninit/uninit-after-aggregate-assign.rs,Other UB,
tests/fail/uninit/padding-struct.rs,Other UB,
tests/fail/tree_borrows/wildcard/gc.rs,Excluded,
tests/fail/uninit/uninit_alloc_diagnostic_with_provenance.rs,Other UB,
tests/fail/tree_borrows/reserved/int-protected-write.rs,Excluded,
tests/fail/tree_borrows/reserved/cell-protected-write.rs,Excluded,
tests/fail/shims/backtrace/bad-backtrace-resolve-flags.rs,Excluded,
tests/fail/shims/backtrace/bad-backtrace-size-flags.rs,Excluded,
tests/fail/shims/backtrace/bad-backtrace-flags.rs,Excluded,
tests/fail/shims/backtrace/bad-backtrace-resolve-names-flags.rs,Excluded,
tests/fail/shims/backtrace/bad-backtrace-ptr.rs,Excluded,
tests/fail/shims/backtrace/bad-backtrace-decl.rs,Excluded,
tests/fail/match/closures/deref-in-pattern.rs,Other UB,
tests/fail/match/closures/partial-pattern.rs,Other UB,
tests/fail/match/closures/uninhabited-variant2.rs,Other UB,
tests/fail/match/closures/uninhabited-variant1.rs,Other UB,
tests/fail/tree_borrows/wildcard/cross_tree_update_newer_exposed.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_update_newer_exposed.rs
tests/fail/tree_borrows/wildcard/single_exposed_disable.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/single_exposed_disable.rs
tests/fail/tree_borrows/wildcard/cross_tree_update_main_invalid_exposed.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_update_main_invalid_exposed.rs
tests/fail/tree_borrows/wildcard/protector_release.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/protector_release.rs
tests/fail/tree_borrows/wildcard/single_exposed_local.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/single_exposed_local.rs
tests/fail/tree_borrows/wildcard/cross_tree_update_older_invalid_exposed.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_update_older_invalid_exposed.rs
tests/fail/tree_borrows/wildcard/protected_wildcard.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/protected_wildcard.rs
tests/fail/tree_borrows/wildcard/cross_tree_update_older.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_update_older.rs
tests/fail/tree_borrows/wildcard/cross_tree_from_main.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_from_main.rs
tests/fail/tree_borrows/wildcard/cross_tree_update_main_invalid_exposed2.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_update_main_invalid_exposed2.rs
tests/fail/tree_borrows/wildcard/cross_tree_update_newer.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_update_newer.rs
tests/fail/tree_borrows/wildcard/multi_exposed_siblings_local.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/multi_exposed_siblings_local.rs
tests/fail/tree_borrows/wildcard/cross_tree_update_main.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_update_main.rs
tests/fail/tree_borrows/wildcard/cross_tree_update_older_invalid_exposed2.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/cross_tree_update_older_invalid_exposed2.rs
tests/fail/tree_borrows/wildcard/single_exposed_foreign.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/single_exposed_foreign.rs
tests/fail/tree_borrows/wildcard/multi_exposed_child.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/multi_exposed_child.rs
tests/fail/tree_borrows/wildcard/subtree_internal_relatedness_wildcard.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/subtree_internal_relatedness_wildcard.rs
tests/fail/tree_borrows/wildcard/dealloc.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/dealloc.rs
tests/fail/tree_borrows/wildcard/multi_exposed_child_unique_writer.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/multi_exposed_child_unique_writer.rs
tests/fail/tree_borrows/wildcard/protector_conflicted.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/protector_conflicted.rs
tests/fail/tree_borrows/wildcard/multi_exposed_siblings_disable.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/multi_exposed_siblings_disable.rs
tests/fail/tree_borrows/wildcard/protector_release2.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/protector_release2.rs
tests/fail/tree_borrows/wildcard/multi_exposed_siblings_foreign.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/multi_exposed_siblings_foreign.rs
tests/fail/tree_borrows/wildcard/single_exposed_only_ro.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/single_exposed_only_ro.rs
tests/fail/tree_borrows/wildcard/subtree_internal_relatedness.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/subtree_internal_relatedness.rs
tests/fail/tree_borrows/wildcard/strongly_protected_wildcard.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/strongly_protected_wildcard.rs
tests/fail/tree_borrows/wildcard/multi_exposed_siblings_unique_writer.rs,Aliasing UB,miri-tests/fail/aliasing/tree_borrows/wildcard/multi_exposed_siblings_unique_writer.rs
tests/fail/shims/fs/isolated_file.rs,Exit 1,
